,Unnamed: 0_x,video_id,views_x,subscriberCount,category_id_1,category_id_2,category_id_10,category_id_15,category_id_17,category_id_19,category_id_20,category_id_22,category_id_23,category_id_24,category_id_25,category_id_26,category_id_27,category_id_28,category_id_29,Unnamed: 0_y,Unnamed: 0.1,trending_date,title,channel_title,category_id,tags,views_y,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,publish_date,days_to_trending,dislike_percentage,like_percentage,sentence_importance
700,758,jcVKfSZ1tWg,9256,22504.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11578,12415,2018-02-14,【レストランふじや】ノスタルジーな格式を感じれるレストラン,tekitou,24,"レストランふじや|""レストラン""|""ふじや""|""かつ丼""|""ハンバーグ""|""ナポリタン""|""ステーキ""|""長野""|""小諸""",9256,127,12,17.0,https://i.ytimg.com/vi/jcVKfSZ1tWg/default.jpg,False,False,False,2018-02-13,1.0,0.08633093525179858,0.9136690647482014,2.9300530445664448
701,759,H5HqA4vusWo,6559,3448.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11393,12209,2018-02-14,【勝ちに拘る競馬大勝負】2018年2月12日　勝負よりも修行合計〇〇〇万競馬大勝負！？？,N島,24,"競馬|""ＪＲＡ""|""Ｎ島""|""動画""|""YouTube""|""ユーチューブ""|""競馬youtuber""|""大勝負""|""予想""|""競馬大勝負""",6559,30,13,8.0,https://i.ytimg.com/vi/H5HqA4vusWo/default.jpg,False,False,False,2018-02-13,1.0,0.3023255813953488,0.6976744186046512,3.4567486979235182
702,760,WeL4hIHm1BI,5383,25239.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18165,19496,2018-02-14,FXプチ勉強会《アキちゃん流スキャルピング手法》,あきチャン准教授の FX研究室,26,"FX トレード動画 スバリ予想 初心者 動画解説 為替 株取引 ドル円 スキャルピング デイトレ|""あきチャン准教授のFXetc研究室""|""アキちゃんチャンネル""|""スキャルピング手法""",5383,186,10,6.0,https://i.ytimg.com/vi/WeL4hIHm1BI/default.jpg,False,False,False,2018-02-13,1.0,0.051020408163265314,0.9489795918367346,2.9398135687227605
703,761,zXlHtyg7UKw,155979,1378815.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14795,15920,2018-02-14,"Juan For All, All For Juan Sugod Bahay | February 13, 2018",Eat Bulaga!,24,[none],155979,1125,95,194.0,https://i.ytimg.com/vi/zXlHtyg7UKw/default.jpg,False,False,False,2018-02-13,1.0,0.0778688524590164,0.9221311475409836,2.5582590719415452
704,763,oL6p6s2acR4,132166,6062005.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17773,19068,2018-02-14,"WANTED SA RADYO FULL EPISODE | February 12, 2018",Raffy Tulfo in Action,25,"tulfo|""raffy tulfo""|""raffy tulfo in action""|""wanted sa radyo""|""tv5""|""tulfo in action""|""raffy tulfo in action latest""|""raffy tulfo wanted sa radyo latest""|""tulfo in action 2018""|""tulfo in action latest""|""raffy tulfo 2018""|""tulfo 2018""|""raffy tulfo in action 2018""|""tulfo in action 2018 latest""|""wanted sa radyo 2018""",132166,2151,148,1573.0,https://i.ytimg.com/vi/oL6p6s2acR4/default.jpg,False,False,False,2018-02-13,1.0,0.06437581557198782,0.9356241844280122,2.73969264584042
705,764,mNgstAqU76g,4864,11609.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18157,19486,2018-02-14,【量子コンピュータにより仮想通貨崩壊?】量子コンピュータ耐性のある通貨は?,柴田晃佑 FPファイナンシャルプランナー,26,"仮想通貨|""ビットコイン""|""暗号通貨""|""BTC""|""イーサリアム""|""コインチェック""|""ビットフライヤー""|""ザイフ""|""ビットバンク""|""リップル""|""ネム""|""ビットコインキャッシュ""|""DASH""|""モネロ""|""リスク""|""Zcash""|""ファクトム、オーガー""|""ライトコイン""|""モナコイン""|""ノアコイン""|""上昇""|""下落""|""暴落""|""暴騰""|""爆上げ""|""ETH""|""イーサリアムクラシック""|""XEM""|""LTC""|""バイナンス""|""Binance""|""ハードフォーク""|""分裂""|""2018年""|""coincheck""|""bitcoin""|""トークン""|""comsa""|""ADA""|""エイダ""|""先物""|""ETF""|""Ripple""|""iota""|""cardano""|""NEM""|""EOS""|""Qtum""|""neo""|""発行""|""送金""|""ブロックチェーン""|""マイニング""|""マイナー""|""投資""|""チャート""|""omisego""|""waves""|""tether""|""hshare""|""Verge""|""bitshares""|""Auger""|""SBI""|""手数料""|""高騰""|""税金""|""最新""|""取引所""|""草コイン""|""まとめ""|""マネー""|""マーケット""|""登録方法""|""ソフトフォーク""|""ライトニング""|""ロジャーバー""|""moon""|""GOX""|""ICO""|""億り人""|""分散""|""集中""|""高値""|""プレセール""|""AI""|""フィンテック""|""中央集権""|""P2P""|""ハッシュ""|""デジタル通貨""|""法定通貨""",4864,80,6,2.0,https://i.ytimg.com/vi/mNgstAqU76g/default.jpg,False,False,False,2018-02-13,1.0,0.06976744186046513,0.9302325581395348,2.6870312728123573
706,765,_uViUeLZQhU,12739,32264.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4042,4318,2018-02-14,【2018フェブラリーＳ】絶対外せない二大血統‼（レース傾向・参考レース解説）,競馬オタク坂上明大,17,"フェブラリーS|""フェブラリーステークス""|""2018""|""予想""|""血統""|""馬体""|""データ""",12739,258,9,13.0,https://i.ytimg.com/vi/_uViUeLZQhU/default.jpg,False,False,False,2018-02-12,2.0,0.033707865168539325,0.9662921348314608,3.3452938571810718
707,768,YBpdL9hSac4,1948452,2913777.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,1193,2018-02-15,Incredibles 2 - Olympics Sneak Peek,Disney•Pixar,1,"Pixar|""Disney""|""Disney Pixar""|""Pixar Movie""|""Animation""|""incredibles""|""the incredibles""|""incredibles 2""|""jack jack""|""mr. incredible""|""mrs. incredible""|""frozone""|""samuel l. jackson""|""violet parr""|""dash parr""|""sneak peek""|""trailer""|""new movie""|""family movie""|""summer movie""|""first look""|""teaser""",1948452,122068,2258,13775.0,https://i.ytimg.com/vi/YBpdL9hSac4/default.jpg,False,False,False,2018-02-15,0.0,0.01816192912182488,0.9818380708781752,2.1542418437511706
709,770,45OyE9p5XzM,57861,1009769.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6081,6521,2018-02-15,【ゆっくり実況】本物の猫を探せ！？笑いで腹筋を崩壊させる猫ゲームをクリアしてみた結果！！【バカゲー】,たくっち,20,"ゆっくり実況|""ゆっくり実況プレイ""|""魔理沙""|""霊夢""|""たくっち""|""ゲーム""|""猫""|""可愛い""|""お笑い""|""面白い""",57861,770,46,271.0,https://i.ytimg.com/vi/45OyE9p5XzM/default.jpg,False,False,False,2018-02-15,0.0,0.05637254901960784,0.9436274509803921,4.293432360201415
713,771,73IMl6rY2fk,755887,1627587.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5376,5766,2018-02-15,【NHK】平野歩夢が2大会連続銀メダル!!　スノーボード男子ハーフパイプ決勝＜ピョンチャン＞,NHK,17,"ピョンチャン|""平昌""|""ぴょんちゃん""|""韓国""|""かんこく""|""オリンピック""|""五輪""|""おりんぴっく""|""スノーボード""|""ハーフパイプ""|""男子ハーフパイプ""|""決勝""",755887,6240,196,0.0,https://i.ytimg.com/vi/73IMl6rY2fk/default.jpg,True,False,False,2018-02-14,1.0,0.030453697949036667,0.9695463020509634,3.770419941136493
715,777,uCOd7P8LagY,82571,426753.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,1441,2018-02-15,公道走行可のカートを作る part4 シフト＆マフラー,GUNMA-17,2,"改造車|""車""|""公道""|""GUNMA""",82571,4493,64,667.0,https://i.ytimg.com/vi/uCOd7P8LagY/default.jpg,False,False,False,2018-02-15,0.0,0.014044327408382708,0.9859556725916172,3.1021030687820117
718,780,1fnayziyc_s,5386,284514.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11287,12091,2018-02-15,2018年2月10日 SKE48 全国ツアー (新潟テルサ・1公演目)「ウイニングボール」スペシャルムービー,SKE48,24,"SKE48オフィシャルYTチャンネル|""SKE48""|""AKB48""|""NMB48""|""HKT48""|""SKB48""|""SKE48YTOfficial""|""市野成美""|""全国ツアー""|""新潟テルサ""|""ウイニングボール""",5386,352,6,19.0,https://i.ytimg.com/vi/1fnayziyc_s/default.jpg,False,False,False,2018-02-15,0.0,0.01675977653631285,0.9832402234636872,4.0087997668951445
721,781,QsS4LCWrS1Q,11621,246957.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7527,8084,2018-02-15,超簡単！翌日のおでんを炊き込みご飯に大変身【アレンジレシピ】How to cook Japanese boiled rice,岡奈 なな子,22,"炊き込みご飯 おかず|""炊き込みご飯 レシピ 人気""|""炊き込みご飯 きのこ""|""Japanese food""|""炊き込みご飯 炊飯器""|""炊き込みご飯の作り方""|""炊き込みご飯 アレンジ""|""炊き込みご飯 簡単""|""boiled rice recipes""",11621,893,32,388.0,https://i.ytimg.com/vi/QsS4LCWrS1Q/default.jpg,False,False,False,2018-02-15,0.0,0.034594594594594595,0.9654054054054054,4.1180279615145645
724,785,5CRAQ5DCJ40,7144,14199.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11435,12254,2018-02-15,ミュージカル『モーツァルト！』製作発表 歌唱披露　山崎育三郎 古川雄大 生田絵梨花 平野綾 木下晴香,Astage,24,"ミュージカル『モーツァルト！』|""古川雄大""|""山崎育三郎""|""平野綾""|""生田絵梨花""",7144,251,5,0.0,https://i.ytimg.com/vi/5CRAQ5DCJ40/default.jpg,True,False,False,2018-02-15,0.0,0.01953125,0.98046875,4.21283994299146
727,787,fCgGLS5710M,35371,314389.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3211,3418,2018-02-15,YouTubeから謎の箱が届いたので猫と開封します！！,《あつし》 Channel,15,"猫|""捨て猫""|""ティガロビ生活記""|""ティガー""|""ロビン""|""スカー""|""ぬこ""|""cat""|""animal""|""cute""|""かわいい""|""子猫""|""ティガロビ""|""猫実況""|""ネコ""|""犬""|""イヌ""|""カワウソ""|""かわうそ""|""dog""|""ハプニング""|""おもしろ""|""可愛い""|""ねこ""|""衝撃""|""ドッキリ""|""どっきり""|""神回""",35371,1811,39,287.0,https://i.ytimg.com/vi/fCgGLS5710M/default.jpg,False,False,False,2018-02-15,0.0,0.02108108108108108,0.9789189189189188,3.4756334028833904
730,788,sy983M8R4to,55689,734417.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1867,2009,2018-02-15,映画『ちはやふる －結び－』主題歌「無限未来」（Perfume）PV,Perfume,10,"Perfume|""a-chan""|""KASHIYUKA""|""NOCCHi""|""あ～ちゃん""|""かしゆか""|""のっち""|""Perfume Official Channel""|""パフュームオフィシャル""|""Perfumeオフィシャル""|""あーちゃん""|""無限未来""|""Mugenmirai""|""ちはやふる""|""Chihayafuru""|""広瀬すず""|""新田真剣佑""|""野村周平""|""パフューム""",55689,5079,46,429.0,https://i.ytimg.com/vi/sy983M8R4to/default.jpg,False,False,False,2018-02-15,0.0,0.008975609756097559,0.9910243902439024,3.138860535812802
732,789,8cfpadf1TZE,4647,132151.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3766,4019,2018-02-15,18ホールを1時間以内にラウンド？！！,ringolf - ゴルフと女子とラウンド動画 - リンゴルフ,17,"ゴルフ|""練習""|""スイング""|""レッスン""|""基本""|""ゴルフ女子""|""スピードゴルフ""|""山本潤""|""マラソン""|""挑戦""",4647,93,24,69.0,https://i.ytimg.com/vi/8cfpadf1TZE/default.jpg,False,False,False,2018-02-15,0.0,0.20512820512820512,0.7948717948717949,2.6240308452961583
735,791,m5C7AAi1uQc,39161,100264.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3253,3461,2018-02-15,秋田犬負けられない戦いで飼い主のテクに負ける【akita dog puppy】,秋田犬げんき,15,"秋田犬|""げんき""|""akita""|""inu""|""dog""|""Akita (dog)""|""子犬""|""puppy""|""ゆうき""",39161,1911,30,134.0,https://i.ytimg.com/vi/m5C7AAi1uQc/default.jpg,False,False,False,2018-02-15,0.0,0.015455950540958269,0.9845440494590416,3.6447452987967073
738,792,93tGXjgzXUU,5672,106229.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2670,2842,2018-02-15,怖い！家の中に何かがいる！猫が怯えて隠れるまでになった,Afro Blue,15,"あーにゃん|""あにゃん""|""ア太郎""|""猫""|""ネコ""|""おもしろ""|""おもしろ猫""|""可愛い""|""怯える""|""隠れる""|""警戒""|""怖い""|""心霊""|""現象""|""不思議""|""本能""|""Cats""|""LOL""|""cute""|""unique""|""Animal""|""Animals""|""Pets""|""Afro Blue""|""怪奇""|""動物""|""ペット""|""動画""|""行動""|""霊的""|""オカルト""|""張力""|""視力""|""幽霊""|""超常""|""感知""",5672,572,7,152.0,https://i.ytimg.com/vi/93tGXjgzXUU/default.jpg,False,False,False,2018-02-15,0.0,0.012089810017271158,0.9879101899827288,3.752314920008775
741,793,9wvD8Icvezk,37216,434800.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12683,13632,2018-02-15,忘れ去られた「幻のリール」で釣ってみた,釣りいろは,24,"釣りいろは|""台湾リール""|""幻""|""忘れ去られた""|""穴釣り""|""釣り""|""餌釣り""",37216,935,49,115.0,https://i.ytimg.com/vi/9wvD8Icvezk/default.jpg,False,False,False,2018-02-15,0.0,0.04979674796747968,0.9502032520325204,2.87470977324952
744,795,2RvOuq6UW00,19547,101.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10382,11150,2018-02-15,ドラゴンボール ブルマの 新声優決定！「ベジータの新たなる戦い」花王コラボ,Back Future,23,"dragonball|""ball""|""dragon""|""super""|""vegeta""|""龍珠""|""龍珠超""|""ドラゴンボール""|""bulma""|""ブルマ""|""花王""|""コラボ""|""ベジータ""|""goku""|""悟空""|""孫悟空""|""比達""|""新声優""|""声優""|""新聲優""|""聲優""",19547,328,5,153.0,https://i.ytimg.com/vi/2RvOuq6UW00/default.jpg,False,False,False,2018-02-14,1.0,0.015015015015015015,0.984984984984985,3.5259976837128613
746,796,bQmvvX9WsNM,19382,460694.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4162,4441,2018-02-15,【大食い】お食事処ぼんち　特大カレー＆餃子【デカ盛り】,大食いらすかる,17,"大食い|""デカ盛り""|""ぼんち""|""山梨""|""カレー""|""カツ""|""餃子""|""ラスカル新井""",19382,502,106,127.0,https://i.ytimg.com/vi/bQmvvX9WsNM/default.jpg,False,False,False,2018-02-15,0.0,0.17434210526315788,0.8256578947368421,3.216303091906462
749,797,bWIp5Db_TKI,49187,472912.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8548,9195,2018-02-15,インドのチキン包み揚げマイダロティの作り方,今日ヤバイ奴に会った,22,"インド|""屋台""|""チキン""|""揚げもの""|""料理""|""レシピ""|""今日ヤバイ奴に会った""|""作り方""|""クッキング""|""夜店""|""旅行""|""デリー""|""グルメ""|""ごはん""",49187,2259,35,452.0,https://i.ytimg.com/vi/bWIp5Db_TKI/default.jpg,False,False,False,2018-02-15,0.0,0.015257192676547515,0.9847428073234524,2.5646101239305064
752,798,lzLQP25bTBk,228249,17062158.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2304,2457,2018-02-15,Coming 2018 - Pentatonix,PTXofficial,10,"Pentatonix|""Penatonix""|""PTX""|""PTXofficial""|""Mitch Grassi""|""Kirstie Maldonado""|""Scott Hoying""|""Avi Kaplan""|""Kevin""|""Olusola""|""K-O.""|""Cello""|""Cellobox""|""Beatbox""|""A Cappella""|""Harmony""|""Acapella""|""Acappela""|""Choir""|""Singing Competition""|""The Sing-Off""|""Sing-Off""|""Reality TV""|""Sing""|""Singing""|""Chorus""|""Sara Bareilles""|""Shawn Stockman""|""Ben Folds""|""Ben Folds 5""|""American Idol""|""X-Factor""|""The Voice""|""Voice""|""Pitch Perfect""",228249,28473,194,2899.0,https://i.ytimg.com/vi/lzLQP25bTBk/default.jpg,False,False,False,2018-02-14,1.0,0.006767363170195695,0.9932326368298044,1.6095407622357296
755,799,Wwnj8dHrK0s,2031,116715.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18881,20227,2018-02-15,職場の人間関係は深めるな！【精神科医・樺沢紫苑】,精神科医・樺沢紫苑の樺チャンネル,27,"精神科医|""樺沢""|""樺沢紫苑""|""精神科""|""心理学""|""心理""|""樺チャンネル""|""樺ちゃんねる""|""悩み""|""悩み相談""|""うつ病""|""メンタル""|""メンタル疾患""|""相談""|""適応障害""|""マインドフルネス""|""診断""|""治療""|""克服""|""原因""|""つらい""|""辛い""|""チェック""|""治療法""",2031,148,4,9.0,https://i.ytimg.com/vi/Wwnj8dHrK0s/default.jpg,False,False,False,2018-02-15,0.0,0.02631578947368421,0.9736842105263158,3.2631267746323456
758,800,l0jImGsLLXI,5711,14750.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11319,12124,2018-02-15,山崎育三郎＆古川雄大のヴォルフガングが劇中歌を熱唱！ ミュージカル「モーツァルト！」製作発表レポート,エントレ 演劇動画チャンネル,24,"ミュージカル|""モーツァルト！""|""ミヒャエル・クンツェ""|""シルヴェスター・リーヴァイ""|""小池修一郎""|""山崎育三郎""|""古川雄大""|""平野 綾""|""生田絵梨花""|""木下晴香""|""和音美桜""|""涼風真世""|""香寿たつき""|""阿知波悟美""|""武岡淳一""|""遠山裕介""|""戸井勝海""|""山口祐一郎""|""市村正親""|""帝国劇場""|""梅田芸術劇場メインホール""|""御園座""|""芝居""|""舞台""|""公演""|""演劇""|""歌""|""製作発表""",5711,194,8,22.0,https://i.ytimg.com/vi/l0jImGsLLXI/default.jpg,False,False,False,2018-02-15,0.0,0.0396039603960396,0.9603960396039604,3.9202911026346223
761,801,UKCOrM4MNwE,4463,117708.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18150,19479,2018-02-15,ゴミ屋敷片付け一日目、ようやく終了。【宝探し⑦】,片付けトントン,26,"ゴミ屋敷|""ゴミ屋敷片付け""|""汚部屋""|""汚部屋清掃""|""片付けトントン""|""片付け""",4463,250,8,188.0,https://i.ytimg.com/vi/UKCOrM4MNwE/default.jpg,False,False,False,2018-02-15,0.0,0.03100775193798449,0.9689922480620156,3.067450690480949
764,802,IFl_Hsa025A,13059,330173.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5816,6232,2018-02-15,『復刻版:空の境界/the Garden of Order -Revival-』告知CM,TYPE-MOON MOVIE,20,[none],13059,639,8,50.0,https://i.ytimg.com/vi/IFl_Hsa025A/default.jpg,False,False,False,2018-02-15,0.0,0.012364760432766615,0.9876352395672334,3.3259005172188565
767,805,PA4gcl3eYt8,15684,56622.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,300,2018-02-15,電車でよく見る光景(Doll Movie),razrey,1,"バービー|""barbie""|""stopmotion""|""コマ撮り""|""電車""|""razrey""|""ラズリー""",15684,361,7,58.0,https://i.ytimg.com/vi/PA4gcl3eYt8/default.jpg,False,False,False,2018-02-15,0.0,0.019021739130434784,0.9809782608695652,2.5624207232349314
770,806,zzyGHbhCpV4,3413,129443.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16834,18077,2018-02-15,【平昌五輪】「モルゲッソヨ」前に集合ー！ テレビじゃ流せない韓国珍名所ｗｗ,KAZUYA CHANNEL GX,25,"KAZUYA|""KAZUYA Channel""|""KCGX""|""カズヤ""|""カズヤチャンネル""|""オンザボード""|""和田憲治""|""平昌オリンピック""|""平昌五輪""|""モルゲッソヨ""|""像""|""芸術""|""ハチ公""|""待ち合わせ""",3413,172,4,70.0,https://i.ytimg.com/vi/zzyGHbhCpV4/default.jpg,False,False,False,2018-02-15,0.0,0.022727272727272728,0.9772727272727272,3.7775360905367568
773,807,d13iwg92Qzc,47767,58689.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8532,9179,2018-02-15,ジョンレノにLINEのスタンプを連打し続けた結果…,ジ・エンド,22,"ジ・エンド|""ジエンド""|""じエンド""|""じ、えんど""|""ジ、エンド""|""ジ.エンド""",47767,2257,888,473.0,https://i.ytimg.com/vi/d13iwg92Qzc/default.jpg,False,False,False,2018-02-15,0.0,0.2823529411764706,0.7176470588235294,2.985792389365824
776,809,cSch6tDB1po,7404,395269.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18194,19527,2018-02-15,セブンイレブン風 電子レンジでふわもちさくら和むれっとの作り方【kattyanneru】,kattyanneru/かっちゃんねる,26,"オムレット|""オムレットケーキ""|""セブンイレブン""|""料理""|""レシピ""|""作り方""|""さくら""|""桜""|""かっちゃんねる""|""kattyanneru""",7404,440,16,88.0,https://i.ytimg.com/vi/cSch6tDB1po/default.jpg,False,False,False,2018-02-15,0.0,0.03508771929824561,0.9649122807017544,3.6888880824537513
779,810,WtqNDSOg99Q,3269,91665.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10281,11048,2018-02-15,火星調査隊員からの報告 530,SHIN GEN,23,"UFO|""Alien""|""Moon""|""Earth""|""Planet""|""Apollo""|""Lunar""|""謎""|""ミステリー""|""mysterious""|""科学""|""地球外生命体""|""宇宙人""|""未確認飛行物体""|""円盤""|""エイリアン""|""宇宙船""|""starship""|""人工物""|""Artifact""|""googlemoon""|""googleearth""|""正体不明""|""ロズウェル""|""エリア51""|""タイムマシン""|""月""|""月面""|""空飛ぶ円盤""|""心霊""|""幽霊""|""オカルト""|""都市伝説""|""超常現象""|""NASA""|""宇宙飛行士""|""アポロ""|""火星""|""Mars""|""土星""|""SHINGEN""|""しんげん""|""singen""|""信玄""|""shingen""|""知的好奇心""|""CLUB""|""base""|""南極""|""聖書""|""平面説""|""思考""|""ニビル""|""惑星X""|""アヌンナキ""|""AI""|""人工知能""",3269,130,11,30.0,https://i.ytimg.com/vi/WtqNDSOg99Q/default.jpg,False,False,False,2018-02-15,0.0,0.07801418439716312,0.9219858156028368,2.4644508323870995
782,811,LOmOEKHSOjk,110656,469750.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9214,9882,2018-02-15,バレンタインに夢見てはやくそれになりたい！歌ってみたverうらさか詩人,あほの坂田。,22,"バレンタインデー|""バレンタイン""|""あほの坂田""|""となりの坂田""|""うらたぬき""|""詩人""|""ニコニコ動画""|""替え歌""|""お笑い""",110656,14912,41,1964.0,https://i.ytimg.com/vi/LOmOEKHSOjk/default.jpg,False,False,False,2018-02-15,0.0,0.002741924697385141,0.9972580753026148,3.8290631134194486
785,812,4qypyMPY0DA,6375,43074.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7097,7607,2018-02-15,【BTS】テテvsジミンちゃんがかっこよすぎる…♡,아미 《 a m i 》,22,"BTS|""防弾少年団""|""テテ""|""ジミン""",6375,485,6,57.0,https://i.ytimg.com/vi/4qypyMPY0DA/default.jpg,False,False,False,2018-02-15,0.0,0.012219959266802444,0.9877800407331976,2.6668690869944376
787,813,P76oVZaT_JU,7836,229498.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18206,19541,2018-02-15,飛行機に乗れない！？【スクート】Scoot,KENICHI ケニチ,26,"ケニチ|""kenichi""|""スクート""|""Scoot""|""ハワイ""|""Hawaii""|""旅行""|""HIS""|""HIS ハワイ""|""エアアジア ハワイ""|""飛行機""",7836,194,61,34.0,https://i.ytimg.com/vi/P76oVZaT_JU/default.jpg,False,False,False,2018-02-15,0.0,0.2392156862745098,0.7607843137254902,2.2749484472762638
789,816,wVf3R5IguoU,4812,71539.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11225,12020,2018-02-15,【競艇・ボートレース 】キャビテーションって何？！→解説します。,元やまと訓練生ペラのボートチャンネル,24,"ボートレース|""ペラ""|""競艇""|""ギャンブル""|""パチンコ""|""高配当""",4812,283,37,14.0,https://i.ytimg.com/vi/wVf3R5IguoU/default.jpg,False,False,False,2018-02-15,0.0,0.115625,0.884375,2.7032164977689286
791,817,Q3naqDKvIGg,25287,11946.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8089,8706,2018-02-15,2018年4月7日劇場公開　劇場版「SERVAMP-サーヴァンプ-」本予告,SERVAMP-サーヴァンプ- TVアニメ,22,[none],25287,1975,4,177.0,https://i.ytimg.com/vi/Q3naqDKvIGg/default.jpg,False,False,False,2018-02-15,0.0,0.002021222839818089,0.997978777160182,3.215495446926223
793,819,KuT0db0uHic,16710,69922.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7809,8396,2018-02-15,猫は静電気に弱いという話,《あつし》と猫ズのさぶちゃんねーる！,22,"猫|""ティガロビ""|""あつし""|""ねこ""|""ゲーム""|""動物""|""神回""|""ハプニング""|""ティガー""|""ロビン""|""ニック""|""ディズニー""|""かわいい""|""ぬこ""|""ヌコ""|""ネコ""|""カワウソ""|""Zoo""|""cat""|""雑談""",16710,785,16,107.0,https://i.ytimg.com/vi/KuT0db0uHic/default.jpg,False,False,False,2018-02-15,0.0,0.019975031210986267,0.9800249687890136,2.4174410946827063
795,820,fA94vssmfdA,3922,78185.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3732,3984,2018-02-15,「感謝」と共にアリゾナキャンプ打ち上げ！,北海道日本ハムファイターズ,17,"hokkaido|""fighters""|""nippon-ham""|""北海道日本ハムファイターズ""|""北海道""|""日本ハム""|""ファイターズ""|""アリゾナ""|""キャンプ""|""中島卓也""|""清宮幸太郎""|""大田泰示""|""NPB""|""プロ野球""|""ダイジェスト""|""ハイライト""|""スポーツ""|""速報""",3922,185,1,8.0,https://i.ytimg.com/vi/fA94vssmfdA/default.jpg,False,False,False,2018-02-15,0.0,0.005376344086021507,0.9946236559139784,1.9925631022844716
797,821,dvBKDGnOrYQ,4974,108117.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2661,2831,2018-02-15,退いたらあかん。逃げてしまった るか【瀬戸のるか日記】Chipie frightened the Luca away,Miaou,15,"miaou|""みゃう""|""猫部屋""|""cats""|""room""|""まや""|""maya""|""chipie""|""mimi""|""しぴ""|""みみ""|""black""|""cat""|""ミケ""|""mike""|""クロ""|""Kuro""|""瀬戸の三毛猫日記""|""Mike""|""diary""|""of""|""seto""|""瀬戸の黒猫日記""|""おもしろい猫""|""かわいい猫""|""funny""|""cute""|""kitty""|""pet""|""lucu""|""kucing""|""chat""|""mignon""|""القط""|""لطيف""|""Симпатичный""|""кот""|""gato""|""bonito""|""ぬこ""|""liar""|""zwerfkat""|""кошка""|""แมวน่ารัก""|""子猫""|""Kitten""|""小猫""|""Animal""|""yt:cc=on""|""luca""|""mer""|""Abyssinian""|""アビシニアン""|""るか""|""める""|""にゃんラジオ""|""猫部屋ラジオ局""",4974,247,9,39.0,https://i.ytimg.com/vi/dvBKDGnOrYQ/default.jpg,False,False,False,2018-02-15,0.0,0.03515625,0.96484375,4.0408714902550456
799,822,DJHlvzoemUY,7749,44660.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16994,18244,2018-02-15,2018/2/15（木）ザ・ボイス　有本香　ニュース解説「日米首脳が電話での首脳会談を開催」「文部科学省が高校の学習指導要領の改訂案を公表」など,voice1242,25,"ザ・ボイス|""有本香""|""飯田浩司""|""ニュース""|""2月15日""",7749,140,12,16.0,https://i.ytimg.com/vi/DJHlvzoemUY/default.jpg,False,False,False,2018-02-15,0.0,0.07894736842105263,0.9210526315789472,5.26637430554865
